,ros_time,joy_switch,icp_index,cmd_left_vel,meas_left_vel,cmd_right_vel,meas_right_vel,icp_pos_x,icp_pos_y,icp_quat_x,icp_quat_y,icp_quat_z,icp_quat_w,voltage_left,current_left,voltage_right,current_right
10,1637093325319812305,False,6,0.0,0.0,0.0,0.0,3.0702426433563232,-1.6609691381454468,0.008537771551704307,-0.0020328340904682057,0.07788452305942974,0.996923826331343,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
11,1637093325370138203,False,6,0.0,0.0,0.0,0.0,3.0702426433563232,-1.6609691381454468,0.008537771551704307,-0.0020328340904682057,0.07788452305942974,0.996923826331343,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
12,1637093325420470500,False,7,0.0,0.0,0.0,0.0,3.071938991546631,-1.6615173816680908,0.008257359030315273,-0.002010002818058247,0.07788595786551111,0.9969260758735551,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
13,1637093325470811219,False,7,0.0,0.0,0.0,0.0,3.071938991546631,-1.6615173816680908,0.008257359030315273,-0.002010002818058247,0.07788595786551111,0.9969260758735551,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
14,1637093325525545526,False,8,0.0,0.0,0.0,0.0,3.070272922515869,-1.6618256568908691,0.008364802398371089,-0.002189451778285832,0.07791361653635862,0.9969226455064892,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
15,1637093325565787436,False,8,0.0,0.0,0.0,0.0,3.070272922515869,-1.6618256568908691,0.008364802398371089,-0.002189451778285832,0.07791361653635862,0.9969226455064892,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
16,1637093325617744696,False,9,0.0,0.0,0.0,0.0,3.0686187744140625,-1.661954402923584,0.008473296977320145,-0.001983231971595219,0.077948615632039,0.9969194393357494,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
17,1637093325668006700,False,9,0.0,0.0,0.0,0.0,3.0686187744140625,-1.661954402923584,0.008473296977320145,-0.001983231971595219,0.077948615632039,0.9969194393357494,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
18,1637093325718297368,False,10,0.0,0.0,0.0,0.0,3.07073712348938,-1.6622123718261719,0.008346677881873559,-0.002040678133022946,0.07784988694743132,0.9969281310987134,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
19,1637093325768638880,False,10,0.0,0.0,0.0,0.0,3.07073712348938,-1.6622123718261719,0.008346677881873559,-0.002040678133022946,0.07784988694743132,0.9969281310987134,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
20,1637093325818945418,False,11,0.0,0.0,0.0,0.0,3.0716257095336914,-1.6624093055725098,0.008332874549986453,-0.002130316783455598,0.07791818429369125,0.9969226754008066,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
21,1637093325869285528,False,11,0.0,0.0,0.0,0.0,3.0716257095336914,-1.6624093055725098,0.008332874549986453,-0.002130316783455598,0.07791818429369125,0.9969226754008066,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
22,1637093325919542924,False,12,0.0,0.0,0.0,0.0,3.07018780708313,-1.6624934673309326,0.008304179840868613,-0.0020972193906471097,0.07790447001460912,0.9969240654855736,data: 50.25,data: 0.0,data: 50.5625,data: 0.0
